Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,IRVINE COMPANY 950 DCFC 1,950 Spectrum Center Dr,,Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.647734,-117.739483,2022-09-09,159172,2022-09-09 00:53:53 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR CHEVRON C. DC2,25032 W Dorris Ave,,Coalinga,CA,93210,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.2548,-120.248697,2022-09-09,159225,2022-09-09 00:53:39 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BRISBANEVILLAGE BRISBANEVILLAGE,108 Old County Rd,,Brisbane,CA,94005,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.68571,-122.399554,2022-09-09,159727,2022-09-09 00:49:56 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CNTYOFRIVERSIDE MONROE PK DC,44199 Monroe St,,Indio,CA,92201,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.728299,-116.234539,2022-09-09,159921,2022-09-09 00:48:30 UTC,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BMW SANTA MARIA BMWSM DC FAST 1,2150 South College Drive,,Santa Maria,CA,93455,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.921789,-120.423734,2022-09-09,159937,2022-09-09 00:48:25 UTC,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,VISITOR CENTER NASAVISITORCTR5,NASA Pkwy,,Mountain View,CA,94043,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.409166,-122.063557,2022-09-09,160225,2022-09-09 00:46:50 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,VISITOR CENTER NASAVISITORCTR3,Nasa Pkwy,,Mountain View,CA,94043,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.409294,-122.063492,2022-09-09,160227,2022-09-09 00:46:50 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,COC EV CHARGING CORPORATE YARD1,735 Public Safety Way,,Corona,CA,92880,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.888251,-117.573431,2022-09-09,160368,2022-09-09 00:46:03 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CNTYOFRIVERSIDE DPSS ADM DC,4060 County Cir Dr,,Riverside,CA,92503,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.916903,-117.461539,2022-09-09,160479,2022-09-09 00:45:19 UTC,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TEAM VOLKSWAGEN DC FAST,25115 Mission Blvd,,Hayward,CA,94544,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.65777,-122.073098,2022-09-09,160535,2022-09-09 00:44:58 UTC,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DIRITO BROTHERS DC FAST 1,2020 N Main St,,Walnut Creek,CA,94596,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.907396,-122.063988,2022-09-09,160537,2022-09-09 00:44:58 UTC,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,COC EV CHARGING CITY HALL 1,324-374 S Vicentia Ave,,Corona,CA,92882,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.878928,-117.575062,2022-09-09,160557,2022-09-09 00:44:44 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TOWNOFDANVILLE DC EXPRESS 01,400 Front St,,Danville,CA,94526,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.82047,-121.995467,2022-09-09,160558,2022-09-09 00:44:44 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HQ STATION 5 SFS LEVEL 3,9807 Bell Ranch Dr,,Santa Fe Springs,CA,90670,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.949654,-118.06417,2022-09-09,160559,2022-09-09 00:44:44 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TORRANCE WALTERIA DC,3855 W 242nd St,,Torrance,CA,90505,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.804529,-118.353365,2022-09-09,160568,2022-09-09 00:44:40 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TORRANCE MCMASTERPARK DC,17537 Yukon Ave,,Torrance,CA,90504,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.871696,-118.335329,2022-09-09,160569,2022-09-09 00:44:40 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SANTA MONICA VW DC FAST,2440 Santa Monica Blvd,,Santa Monica,CA,90404,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.031492,-118.475163,2022-09-09,160575,2022-09-09 00:44:39 UTC,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,TORRANCE CIVIC CENTER DC,3301 Torrance Blvd,,Torrance,CA,90503,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.838315,-118.343379,2022-09-09,160606,2022-09-09 00:44:32 UTC,,,,2020-06-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,WINN VOLKSWAGEN DC COMBO LV III,39695 Balentine Dr,,Newark,CA,94560,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.522801,-121.996221,2022-09-09,160729,2022-09-09 00:43:51 UTC,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ARCO AMPM DC FAST CHARGE,310 Orange Dr,,Vacaville,CA,95687,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.369802,-121.954516,2022-09-09,160743,2022-09-09 00:43:48 UTC,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,HOMEWOOD SUITES DC FAST OAKLAND,1103 Embarcadero,,Oakland,CA,94606,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.788073,-122.252071,2022-09-09,160784,2022-09-09 00:43:31 UTC,,,,2020-06-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BOA Blossom Hill Winfield  CA 3-170,971 Blossom Hill Rd.,,San Jose,CA,95123,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.251248,-121.865866,2022-09-07,163414,2022-09-07 01:53:06 UTC,,,,2020-06-16,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LADWP Lincoln Heights,2605 Artesian St,,Los Angeles,CA,90031,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,34.081225,-118.219391,2022-09-09,163497,2022-09-09 01:15:57 UTC,,,,2020-06-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Las Americas Premium Outlets,4211 Camino De La Plaza,,San Diego,CA,92173,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.545251,-117.041592,2022-09-07,163499,2022-09-07 01:53:00 UTC,,,,2020-06-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BoA Gateway CA-8-113,3812 San Fernando Rd,,Glendale,CA,91204,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com/,GPS,34.126052,-118.255746,2022-09-07,163523,2022-09-07 01:53:15 UTC,,,,2020-06-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,EV ARC SHANDON,16261 CA-46,,Shandon,CA,93461,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.675115,-120.346632,2022-09-09,163597,2022-09-09 01:00:24 UTC,,,,2020-06-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Glendale City Hall - Isabel St,120 N Isabel,,Glendale,CA,91206,,855-900-7584,E,,Public,24 hours daily,,,,,,4,1,,Greenlots,http://greenlots.com/,GPS,34.146957,-118.248668,2022-09-09,163619,2022-09-09 01:16:38 UTC,,,,2020-06-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR CHOW SHELL DC1,105 Chowchilla Bvd,,Chowchilla,CA,93610,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.125443,-120.256979,2022-09-09,163636,2022-09-09 00:54:34 UTC,,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Ohlone College - Newark Campus,39399 Cherry Street,"LOT C - No overnight parking or 
charging.

This unit will start to charge using 
the Blink card. LOT C - No overnight 
parking or charging.
",Newark,CA,94560,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,5,2,,Blink Network,http://www.blinkcharging.com/,GPS,37.516369,-122.003878,2022-09-08,163656,2022-09-08 22:56:56 UTC,,,,2020-06-27,,,,,CHADEMO J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,,
ELEC,MSTC EV CHARGER CHARGEPOINT 1,52701 CA-371,,Anza,CA,92539,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.540782,-116.740683,2022-09-09,163725,2022-09-09 00:56:49 UTC,,,,2020-07-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Buena Park Downtown,8191-8371 La Palma Ave,,Buena Park,CA,90620,,949-945-2000,E,,Public - Credit card at all times,24 hours daily,CFN Debit M V,,,,,,4,,Non-Networked,,200-9,33.84785,-117.990308,2022-08-10,163743,2022-08-10 13:32:10 UTC,P,,,2020-05-01,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,false
ELEC,DC CORRIDOR LOS BANOS DC2,1458 Mercey Springs Rd,,Los Banos,CA,93635,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.05529,-120.835156,2022-09-09,163800,2022-09-09 01:02:49 UTC,,,,2020-07-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Jelly Belly,1 Jelly Belly Ln,,Fairfield,CA,94533,,866-816-7584,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,4,,EV Connect,http://evconnect.com/,GPS,38.238356,-122.078738,2020-07-13,163948,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false
ELEC,Denny’s Delano,14390 County Line Rd,,Delano,CA,93215,,866-816-7584,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,4,,EV Connect,http://evconnect.com/,GPS,35.790725,-119.249938,2020-07-13,163954,2021-03-11 23:22:17 UTC,P,,,2020-06-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESTAURANT,,,,,,,,,,,,,,,,,false
ELEC,Barlow Respiratory Hospital,2000 Stadium Way,,Los Angeles,CA,90026,,866-300-3827,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,4,,EVCS,https://evcs.com,GPS,34.074638,-118.247709,2022-01-10,163983,2022-02-10 19:42:29 UTC,P,,,2020-06-26,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOSPITAL,,,,,,,,,,,,,,,,,false
ELEC,DC CORRIDOR KYBURZ LODGE DC,17510 US-50,,Kyburz,CA,95735,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.796086,-120.146207,2022-09-09,164041,2022-09-09 00:54:36 UTC,,,,2020-07-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR TRUCKEE DC2,10069 Church St,,Truckee,CA,96161,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.328884,-120.18252,2022-09-09,164062,2022-09-09 01:01:05 UTC,,,,2020-07-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Love’s Travel Stop - Tulare,2700 S Blackstone St,,Tulare,CA,93274,,866-816-7584,E,,Public,24 hours daily,,,,,,2,4,,EV Connect,http://evconnect.com/,GPS,36.181548,-119.330058,2020-08-05,164171,2021-03-11 23:22:17 UTC,P,,,2020-07-10,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,TRUCK_STOP,,,,,,,,,,,,,,,,,false
ELEC,BOA Half Moon Bay CA5-109,620 Main St,,Half Moon Bay,CA,94019,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.462112,-122.429835,2022-09-07,164429,2022-09-07 01:53:07 UTC,,,,2020-07-22,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Coso Junction Store,20 Gills Station Road,,Olancha,CA,93549,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.04731,-117.945662,2022-09-07,164458,2022-09-07 01:52:59 UTC,,,,2020-07-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Countryside Market - Shell,9741 South Enos Lane,,Bakersfield,CA,93311,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.266528,-119.252961,2022-09-07,164459,2022-09-07 01:53:13 UTC,,,,2020-07-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF LH LA HABRA 2,110 E La Habra Blvd,,La Habra,CA,90631,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.931289,-117.945239,2022-09-09,164598,2022-09-09 01:02:26 UTC,,,,2020-07-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BSP - RTR 1,10860 Gold Center Drive,,Rancho Cordova,CA,95670,,855-900-7584,E,,Public,24 hours daily,,,,,,5,2,,Greenlots,http://greenlots.com/,200-9,38.590543,-121.28041,2022-09-09,164649,2022-09-09 01:16:20 UTC,,,,2020-07-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Safeway 0739 - San Francisco, CA",3350 Mission Street,,San Francisco,CA,94110,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.742905,-122.422034,2022-09-07,164871,2022-09-07 01:52:53 UTC,,,,2020-08-06,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Safeway 1502 (Pleasanton, CA)",1701 Santa Rita Road,,Pleasanton,CA,94566,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com/,GPS,37.675541,-121.874907,2022-09-07,165116,2022-09-07 01:53:15 UTC,,,,2020-08-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Safeway 0985 - San Francisco, CA",2350 Noriega St.,,San Francisco,CA,94122,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.753967,-122.488667,2022-09-07,165184,2022-09-07 01:53:09 UTC,,,,2020-08-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Yorba Canyon Center,21480 Yorba Linda Blvd.,,Yorba Linda,CA,92887,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,33.877825,-117.750567,2022-09-07,165278,2022-09-07 01:52:02 UTC,,,,2020-08-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Desert Hills Premium Outlets,48400 Seminole Dr.,,Cabazon,CA,92230,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.926768,-116.811303,2022-09-07,165415,2022-09-07 01:52:56 UTC,,,,2020-08-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 2253 El Cajon,13487 Camino Canada,,El Cajon,CA,92021,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,32.822992,-116.900673,2022-09-07,165515,2022-09-07 01:52:45 UTC,,,,2020-08-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CT D2 COLLIER ST 1,Unnamed Road,,Hornbrook,CA,96044,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.85129,-122.570908,2022-09-09,165551,2022-09-09 01:02:19 UTC,,,,2020-08-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,YREKA TRUCK STATION #1,787 Montague Rd,,Yreka,CA,96097,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.737495,-122.623505,2022-09-09,165552,2022-09-09 01:02:15 UTC,,,,2020-08-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CSG EV CR4,1380 W 6th St,,Corona,CA,92882,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.877601,-117.592357,2022-09-09,165623,2022-09-09 00:56:45 UTC,,,,2020-08-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Panoche Shell,46331 W Panoche Road,,Firebaugh,CA,93622,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,36.637692,-120.625603,2022-09-07,165642,2022-09-07 01:52:06 UTC,,,,2020-08-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Ultra Gas and Mart (Baker, CA)",71808 Baker Blvd,,Baker,CA,92309,,833-632-2778,E,,Public,24 hours daily,,,,,,,12,,Electrify America,https://www.electrifyamerica.com/,GPS,35.262261,-116.081101,2022-09-07,165658,2022-09-07 01:53:12 UTC,,,,2020-08-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Trillium,1750 Avenue 17,,Madera,CA,93638,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts Paypal,A D M V,,,,,2,4,,EV Connect,http://evconnect.com/,200-9,36.994802,-120.095338,2020-10-09,166439,2021-03-11 23:22:17 UTC,P,,,2020-04-18,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PLACE_OF_WORSHIP,,,,,,,,,,,,,,,,,false
ELEC,VALLEY WATER DC2 (P),5741-5743 Almaden Rd,,San Jose,CA,95118,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.247256,-121.874416,2022-09-09,166767,2022-09-09 00:55:25 UTC,,,,2020-09-10,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,76 - Norco,3198 Hamner Ave,,Norco,CA,92860,,914-309-2440,E,,Public,24 hours daily,,,,,,,2,,EVGATEWAY,http://evgateway.com/,200-8,33.928312,-117.558425,2021-10-12,166807,2022-02-10 19:42:29 UTC,P,,,2020-04-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,GAS_STATION,,,,,,,$0.21 per minute,,,,,,,,,,false
ELEC,Tower Market,84417 Indio Blvd,,Indio,CA,92201,,760-711-5080,E,,Public,24 hours daily,,,,,,,2,,Non-Networked,,200-9,33.700776,-116.193157,2022-08-10,166809,2022-08-10 13:32:10 UTC,P,,,2020-06-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,GAS_STATION,,,,,,,$20 per hour,,,,,,,,,,false
ELEC,"Walmart 2001 - Fresno, CA",5125 East Kings Canyon Road,,Fresno,CA,93727,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.736823,-119.721197,2022-09-07,166830,2022-09-07 01:52:55 UTC,,,,2020-09-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Brea Mall,1065 Brea Mall Drive,,Brea,CA,92821,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.914718,-117.883538,2022-09-07,166907,2022-09-07 01:52:11 UTC,,,,2020-09-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"BEAUMONT, CA NORTH STATION",600 E 6th St,,Beaumont,CA,92223,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.929976,-116.974252,2022-09-09,166943,2022-09-09 01:02:45 UTC,,,,2020-09-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T2165 - Vista, CA",3150 Business Park Dr.,,Vista,CA,92081,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,33.136802,-117.227932,2022-09-07,166961,2022-09-07 01:53:04 UTC,,,,2020-09-19,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T2179 -Diamond Bar, CA",747 Grand Avenue,,Diamond Bar,CA,91765,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,34.004363,-117.822227,2022-09-07,167048,2022-09-07 01:51:57 UTC,,,,2020-09-24,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR TARGET M DC4,133 General Stilwell Dr,,Marina,CA,93933,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.666206,-121.810918,2022-09-09,167508,2022-09-09 01:03:03 UTC,,,,2020-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Foods Co 387,2443-H DELA ROSA SR ST,,Soledad,CA,93960,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.415008,-121.320148,2022-09-07,167524,2022-09-07 01:53:20 UTC,,,,2020-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"BOA Redlands Main CA6-130 (Redlands, CA)",305 E STATE ST,,Redlands,CA,92373,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.057128,-117.178745,2022-09-07,167525,2022-09-07 01:53:25 UTC,,,,2020-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
